name,company,model,edition,year,owner,fuel,seller_type,transmission,km_driven,mileage_mpg,engine_cc,max_power_bhp,torque_nm,seats,selling_price
Hyundai i10 Sportz,Hyundai,i10,Sportz,2013,Second,Petrol,Individual,Manual,30000,47.84,1197.0,78.9,111.8,5.0,300000
Hyundai EON D Lite Plus,Hyundai,EON,D Lite Plus,2016,First,Petrol,Individual,Manual,7672,49.6,814.0,55.2,74.5,5.0,270000
Maruti Alto LXi,Maruti,Alto,LXi,2010,First,Petrol,Individual,Manual,36659,46.28,796.0,46.3,62.0,5.0,160000
Maruti Omni E MPI STD BS IV,Maruti,Omni,E MPI STD BS IV,2016,First,Petrol,Individual,Manual,60000,39.47,796.0,34.2,59.0,8.0,210000
Mahindra XUV500 W4,Mahindra,XUV500,W4,2014,First,Diesel,Individual,Manual,120000,35.5,2179.0,140.0,330.0,7.0,850000
Mahindra XUV500 W4,Mahindra,XUV500,W4,2014,First,Diesel,Individual,Manual,120000,35.5,2179.0,140.0,330.0,7.0,880000
Maruti Zen Estilo Sports,Maruti,Zen,Estilo Sports,2010,First,Petrol,Individual,Manual,39000,39.72,1061.0,64.9,84.33718999999999,5.0,150000
Mahindra TUV 300 T8 AMT,Mahindra,TUV,300 T8 AMT,2015,First,Diesel,Individual,Automatic,45000,43.44,1493.0,100.0,230.0,7.0,775000
Maruti Alto LXi,Maruti,Alto,LXi,2009,Third,Petrol,Individual,Manual,70000,46.28,796.0,46.3,62.0,5.0,160000
Ford Figo Diesel EXI,Ford,Figo,Diesel EXI,2012,Second,Diesel,Individual,Manual,100000,47.0,1399.0,68.0,160.0,5.0,220000
Hyundai i20 1.4 Asta Option,Hyundai,i20,1.4 Asta Option,2017,First,Diesel,Individual,Manual,48000,52.97,1396.0,88.73,219.7,5.0,670000
Hyundai i20 1.4 Sportz,Hyundai,i20,1.4 Sportz,2018,First,Diesel,Individual,Manual,35000,52.97,1396.0,88.73,219.7,5.0,780000
Maruti Baleno Sigma 1.2,Maruti,Baleno,Sigma 1.2,2017,First,Petrol,Individual,Manual,23000,50.28,1197.0,83.1,115.0,5.0,515000
Hyundai i20 2015-2017 Asta 1.4 CRDi,Hyundai,i20,2015-2017 Asta 1.4 CRDi,2017,First,Diesel,Individual,Manual,14000,52.97,1396.0,88.73,219.7,5.0,800000
Mahindra XUV500 W8 2WD,Mahindra,XUV500,W8 2WD,2014,First,Diesel,Individual,Manual,60000,35.5,2179.0,140.0,330.0,7.0,850000
Hyundai EON Era Plus,Hyundai,EON,Era Plus,2013,Second,Petrol,Individual,Manual,60000,49.6,814.0,55.2,74.5,5.0,200000
Skoda Fabia 1.4 TDI Ambiente,Skoda,Fabia,1.4 TDI Ambiente,2008,Third,Diesel,Individual,Manual,150000,45.6,1422.0,70.0,155.0,5.0,140000
Hyundai Verna 1.6 VTVT AT SX,Hyundai,Verna,1.6 VTVT AT SX,2016,Second,Petrol,Individual,Automatic,80000,39.97,1591.0,121.3,154.9,5.0,800000
Maruti Alto K10 2010-2014 VXI,Maruti,Alto,K10 2010-2014 VXI,2013,First,Petrol,Individual,Manual,35000,49.16,998.0,67.1,90.0,5.0,250000
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,Maruti,S-Cross,2017-2020 Zeta DDiS 200 SH,2017,First,Diesel,Individual,Manual,44500,59.0,1248.0,88.5,200.0,5.0,800000
Maruti Ciaz ZDi Plus,Maruti,Ciaz,ZDi Plus,2015,Third,Diesel,Individual,Manual,60000,61.6,1248.0,88.5,200.0,5.0,600000
Renault Fluence Diesel E4,Renault,Fluence,Diesel E4,2012,Third,Diesel,Individual,Manual,120000,51.22,1461.0,78.0,240.0,5.0,250000
Honda Amaze S i-DTEC,Honda,Amaze,S i-DTEC,2016,Second,Diesel,Individual,Manual,80000,60.62,1498.0,98.6,200.0,5.0,500000
Maruti Gypsy King Soft Top MPI BSIV,Maruti,Gypsy,King Soft Top MPI BSIV,2019,First,Petrol,Individual,Manual,9900,28.11,1298.0,80.0,103.0,8.0,750000
Maruti Swift ZDi,Maruti,Swift,ZDi,2014,First,Diesel,Individual,Manual,68000,53.8,1248.0,74.0,190.0,5.0,650000
Toyota Etios Liva G,Toyota,Etios,Liva G,2012,Third,Petrol,Individual,Manual,40000,,,,,,350000
Honda BRV i-DTEC V MT,Honda,BRV,i-DTEC V MT,2016,First,Diesel,Individual,Manual,60000,51.47,1498.0,98.6,200.0,7.0,950000
Chevrolet Tavera Neo 3 LS 10 Seats BSIII,Chevrolet,Tavera,Neo 3 LS 10 Seats BSIII,2015,Second,Diesel,Individual,Manual,110000,31.9,2499.0,72.4,171.0,10.0,580000
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,Hyundai,Grand,i10 1.2 Kappa Sportz Dual Tone,2019,First,Petrol,Individual,Manual,10000,44.4,1197.0,81.86,113.75,5.0,640000
Mahindra Scorpio VLX 2WD AT BSIII,Mahindra,Scorpio,VLX 2WD AT BSIII,2014,First,Diesel,Individual,Automatic,80000,27.7,2179.0,120.0,290.0,8.0,800000
Maruti A-Star Vxi,Maruti,A-Star,Vxi,2011,First,Petrol,Individual,Manual,30000,44.66,998.0,66.1,90.0,5.0,347000
Mahindra XUV500 W8 2WD,Mahindra,XUV500,W8 2WD,2014,Third,Diesel,Individual,Manual,120000,35.5,2179.0,140.0,330.0,7.0,1000000
Hyundai EON Sportz,Hyundai,EON,Sportz,2016,First,Petrol,Individual,Manual,35000,49.6,814.0,55.2,74.5,5.0,300000
Tata Tigor 1.2 Revotron XZ,Tata,Tigor,1.2 Revotron XZ,2017,First,Petrol,Individual,Manual,40000,47.72,1199.0,84.0,114.0,5.0,493000
Hyundai Grand i10 Magna,Hyundai,Grand,i10 Magna,2014,First,Petrol,Individual,Manual,60000,44.4,1197.0,82.0,114.0,5.0,370000
Maruti Swift Dzire ZDi,Maruti,Swift,Dzire ZDi,2008,Fourth & Above,Diesel,Individual,Manual,90000,45.34,1248.0,73.9,190.0,5.0,250000
Datsun RediGO 1.0 T Option,Datsun,RediGO,1.0 T Option,2017,First,Petrol,Individual,Manual,20000,52.88,999.0,67.0,91.0,5.0,300000
Renault KWID Climber 1.0 AMT,Renault,KWID,Climber 1.0 AMT,2017,First,Petrol,Individual,Automatic,40000,56.5,999.0,67.0,91.0,5.0,450000
Ford Figo Diesel Titanium,Ford,Figo,Diesel Titanium,2010,Second,Diesel,Dealer,Manual,124316,47.0,1399.0,68.0,160.0,5.0,185000
Mahindra XUV300 W8 Option Dual Tone Diesel BSIV,Mahindra,XUV300,W8 Option Dual Tone Diesel BSIV,2019,First,Diesel,Individual,Manual,6544,47.0,1497.0,115.0,300.0,5.0,1225000
Toyota Innova 2.5 GX (Diesel) 8 Seater,Toyota,Innova,2.5 GX (Diesel) 8 Seater,2015,First,Diesel,Individual,Manual,50000,30.53,2494.0,100.6,200.0,8.0,1000000
Hyundai i20 Magna 1.2,Hyundai,i20,Magna 1.2,2016,First,Petrol,Individual,Manual,10000,43.72,1197.0,81.83,114.7,5.0,600000
Mahindra XUV500 W7 BSIV,Mahindra,XUV500,W7 BSIV,2018,First,Diesel,Individual,Manual,50000,35.5,2179.0,152.87,360.0,7.0,1100000
Hyundai Grand i10 SportZ Edition,Hyundai,Grand,i10 SportZ Edition,2015,Second,Petrol,Individual,Manual,30000,44.4,1197.0,81.86,113.75,5.0,360000
Maruti Swift Dzire VXi,Maruti,Swift,Dzire VXi,2012,First,Petrol,Individual,Manual,69000,41.12,1298.0,85.8,114.0,5.0,285000
Mahindra KUV 100 mFALCON D75 K8,Mahindra,KUV,100 mFALCON D75 K8,2016,Second,Diesel,Individual,Manual,49600,59.5,1198.0,77.0,190.0,6.0,350000
Hyundai i10 Era,Hyundai,i10,Era,2008,Second,Petrol,Individual,Manual,30000,46.56,1086.0,68.05,99.04,5.0,130000
Chevrolet Enjoy 1.3 TCDi LTZ 8,Chevrolet,Enjoy,1.3 TCDi LTZ 8,2016,First,Diesel,Individual,Manual,198000,42.78,1248.0,73.74,172.5,8.0,500000
Hyundai i20 Asta (o),Hyundai,i20,Asta (o),2010,First,Petrol,Individual,Manual,80000,39.94,1197.0,80.0,111.79581,5.0,350000
Maruti Baleno Delta Automatic,Maruti,Baleno,Delta Automatic,2019,First,Petrol,Individual,Automatic,19000,50.28,1197.0,83.1,115.0,5.0,685000
Maruti Eeco CNG 5 Seater AC BSIV,Maruti,Eeco,CNG 5 Seater AC BSIV,2020,First,CNG,Individual,Manual,5000,0.0351,1196.0,61.7,85.0,5.0,399000
Hyundai Grand i10 1.2 Kappa Magna BSIV,Hyundai,Grand,i10 1.2 Kappa Magna BSIV,2017,First,Petrol,Individual,Manual,10000,44.4,1197.0,81.86,113.75,5.0,525000
Maruti Ertiga BSIV VXI,Maruti,Ertiga,BSIV VXI,2017,First,Petrol,Individual,Manual,40000,41.12,1373.0,91.1,130.0,7.0,765000
Maruti Swift VDI,Maruti,Swift,VDI,2012,Third,Diesel,Individual,Manual,97000,53.8,1248.0,74.0,190.0,5.0,450000
Tata Estate Std,Tata,Estate,Std,1999,Third,Diesel,Individual,Manual,80000,,,,,,78000
Nissan Micra Active XV,Nissan,Micra,Active XV,2014,First,Petrol,Individual,Manual,30000,46.28,1198.0,67.04,104.0,5.0,390000
Maruti Ertiga SHVS ZDI Plus,Maruti,Ertiga,SHVS ZDI Plus,2017,First,Diesel,Individual,Manual,120000,57.62,1248.0,88.5,200.0,7.0,940000
Renault Duster 110PS Diesel RxZ,Renault,Duster,110PS Diesel RxZ,2013,Second,Diesel,Individual,Manual,120000,44.7,1461.0,108.45,248.0,5.0,650000
Ford Figo Diesel Titanium,Ford,Figo,Diesel Titanium,2012,Fourth & Above,Diesel,Individual,Manual,103994,47.0,1399.0,68.0,160.0,5.0,320000
Toyota Corolla AE,Toyota,Corolla,AE,2003,Second,Petrol,Individual,Manual,70000,31.48,1794.0,125.0,157.887065,5.0,145000
Ford Figo Aspire 1.5 TDCi Titanium,Ford,Figo,Aspire 1.5 TDCi Titanium,2017,First,Diesel,Individual,Manual,70000,60.7,1498.0,99.0,215.0,5.0,670000
Maruti SX4 ZDI Leather,Maruti,SX4,ZDI Leather,2011,Fourth & Above,Diesel,Individual,Manual,115000,50.53,1248.0,88.8,200.0,5.0,350000
Tata Indica Vista Quadrajet VX,Tata,Indica,Vista Quadrajet VX,2012,Second,Diesel,Individual,Manual,178000,52.4,1248.0,74.0,190.0,5.0,285000
Maruti Zen Estilo LX BSIV,Maruti,Zen,Estilo LX BSIV,2011,Third,Petrol,Individual,Manual,40000,44.66,998.0,67.1,90.0,5.0,300000
Ford Figo Diesel EXI,Ford,Figo,Diesel EXI,2011,First,Diesel,Individual,Manual,80000,47.0,1399.0,68.0,160.0,5.0,300000
Audi Q7 3.0 TDI Quattro,Audi,Q7,3.0 TDI Quattro,2009,Fourth & Above,Diesel,Individual,Automatic,98000,28.36,2967.0,241.4,550.0,7.0,810000
Tata Indica V2 DLS TC,Tata,Indica,V2 DLS TC,2009,Second,Diesel,Individual,Manual,118000,39.47,1405.0,62.0,122.583125,5.0,90000
Maruti Alto LX,Maruti,Alto,LX,2004,Second,Petrol,Individual,Manual,100000,46.28,796.0,46.3,62.0,5.0,100000
Tata Indica V2 2001-2011 DLS BSIII,Tata,Indica,V2 2001-2011 DLS BSIII,2009,Second,Diesel,Individual,Manual,120000,42.03,1396.0,52.8,85.0,5.0,90000
Mahindra Scorpio Gateway 2WD,Mahindra,Scorpio,Gateway 2WD,2013,Second,Diesel,Individual,Manual,120000,31.72,2609.0,115.0,277.5,5.0,459999
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Toyota,Innova,2.5 G (Diesel) 8 Seater BS IV,2009,Fourth & Above,Diesel,Individual,Manual,217000,30.08,2494.0,102.0,200.05565999999996,8.0,525000
Maruti Wagon R AX BSIV,Maruti,Wagon,R AX BSIV,2011,Second,Petrol,Individual,Manual,65000,44.4,998.0,67.1,90.0,5.0,250000
Hyundai i10 Asta,Hyundai,i10,Asta,2012,Second,Petrol,Individual,Manual,41000,47.84,1197.0,78.9,111.8,5.0,300000
Maruti Swift ZXI ABS,Maruti,Swift,ZXI ABS,2005,Second,Petrol,Individual,Manual,120000,37.84,1298.0,88.2,112.77647499999999,5.0,130000
Maruti Alto K10 LXI,Maruti,Alto,K10 LXI,2011,Third,Petrol,Individual,Manual,70000,49.16,998.0,67.1,90.0,5.0,199000
Renault Duster 85PS Diesel RxL Optional,Renault,Duster,85PS Diesel RxL Optional,2012,Second,Diesel,Individual,Manual,90000,48.1,1461.0,83.8,200.0,5.0,545000
Maruti Ertiga ZDI,Maruti,Ertiga,ZDI,2014,Second,Diesel,Individual,Manual,80000,48.8,1248.0,88.8,200.0,7.0,570000
Honda City 2017-2020 VTEC,Honda,City,2017-2020 VTEC,2006,Second,Petrol,Individual,Manual,120000,39.72,1497.0,100.0,132.389775,5.0,150000
Maruti Alto STD,Maruti,Alto,STD,2009,First,Petrol,Individual,Manual,100000,46.28,796.0,46.3,62.0,5.0,114999
Tata Tigor 1.2 Revotron XT,Tata,Tigor,1.2 Revotron XT,2018,First,Petrol,Individual,Manual,35000,47.72,1199.0,84.0,114.0,5.0,450000
Renault Triber RXT BSIV,Renault,Triber,RXT BSIV,2019,First,Petrol,Individual,Manual,5000,47.0,999.0,72.0,96.0,7.0,600000
Maruti Vitara Brezza VDi Option,Maruti,Vitara,Brezza VDi Option,2016,First,Diesel,Individual,Manual,110000,57.1,1248.0,88.5,200.0,5.0,610000
Hyundai i20 1.2 Asta Option,Hyundai,i20,1.2 Asta Option,2017,First,Petrol,Individual,Manual,20000,43.72,1197.0,81.83,114.7,5.0,690000
Tata Nexon 1.2 Revotron XZ Plus,Tata,Nexon,1.2 Revotron XZ Plus,2018,First,Petrol,Individual,Manual,15000,39.94,1198.0,108.5,170.0,5.0,790000
Maruti Alto K10 2010-2014 VXI,Maruti,Alto,K10 2010-2014 VXI,2014,Second,Petrol,Individual,Manual,40000,49.16,998.0,67.1,90.0,5.0,254999
Honda Jazz 1.2 V i VTEC,Honda,Jazz,1.2 V i VTEC,2016,First,Petrol,Individual,Manual,41000,43.94,1199.0,88.7,110.0,5.0,500000
Mahindra Bolero SLX,Mahindra,Bolero,SLX,2011,Second,Diesel,Individual,Manual,100000,31.95,2523.0,63.0,180.0,7.0,340000
Mahindra Bolero SLX,Mahindra,Bolero,SLX,2007,Third,Diesel,Individual,Manual,110000,31.95,2523.0,63.0,180.0,7.0,245000
Ford Fiesta Classic 1.4 Duratorq CLXI,Ford,Fiesta,Classic 1.4 Duratorq CLXI,2012,Third,Diesel,Individual,Manual,120000,41.84,1399.0,67.0,160.0,5.0,340000
Maruti Wagon R LXI,Maruti,Wagon,R LXI,2008,First,Petrol,Dealer,Manual,35008,51.22,998.0,67.05,90.0,5.0,221000
Datsun RediGO T,Datsun,RediGO,T,2017,First,Petrol,Dealer,Manual,31100,53.34,799.0,53.64,72.0,5.0,270000
Hyundai Xcent 1.1 CRDi Base,Hyundai,Xcent,1.1 CRDi Base,2014,First,Diesel,Dealer,Manual,42312,57.34,1120.0,71.0,180.4,5.0,455000
Toyota Etios G Safety,Toyota,Etios,G Safety,2011,First,Petrol,Dealer,Manual,72000,41.38,1496.0,88.7,132.0,5.0,300000
Toyota Etios Liva 1.4 GD,Toyota,Etios,Liva 1.4 GD,2014,First,Diesel,Dealer,Manual,54891,55.44,1364.0,67.04,170.0,5.0,480000
Hyundai Verna CRDi 1.6 AT SX Plus,Hyundai,Verna,CRDi 1.6 AT SX Plus,2018,First,Diesel,Individual,Automatic,30000,51.7,1582.0,126.2,259.87,5.0,1000000
BMW 3 Series 320d Luxury Line Plus,BMW,3,Series 320d Luxury Line Plus,2017,First,Diesel,Dealer,Automatic,44000,53.3,1995.0,190.0,400.0,5.0,2600000
Toyota Innova Crysta 2.8 ZX AT BSIV,Toyota,Innova,Crysta 2.8 ZX AT BSIV,2017,First,Diesel,Dealer,Automatic,18890,26.7,2755.0,171.5,360.0,7.0,1850000
Renault Koleos 2.0 Diesel,Renault,Koleos,2.0 Diesel,2013,First,Diesel,Dealer,Automatic,75010,32.25,1995.0,148.0,320.0,5.0,1000000
Renault Pulse RxZ Optional,Renault,Pulse,RxZ Optional,2012,First,Diesel,Dealer,Manual,100000,54.25,1461.0,63.1,160.0,5.0,245000
Hyundai Grand i10 Magna AT,Hyundai,Grand,i10 Magna AT,2019,First,Petrol,Dealer,Automatic,4337,44.4,1197.0,82.0,114.0,5.0,625000
Volkswagen Polo 2015-2019 1.0 MPI Trendline,Volkswagen,Polo,2015-2019 1.0 MPI Trendline,2018,First,Petrol,Dealer,Manual,14495,44.12,999.0,75.0,95.0,5.0,560000
Mahindra XUV500 W9 BSIV,Mahindra,XUV500,W9 BSIV,2018,First,Diesel,Dealer,Manual,24000,35.5,2179.0,152.87,360.0,7.0,1475000
Toyota Corolla Altis Diesel D4DG,Toyota,Corolla,Altis Diesel D4DG,2010,First,Diesel,Dealer,Manual,83585,50.38,1364.0,87.2,205.0,5.0,425000
Volkswagen Polo GT TSI,Volkswagen,Polo,GT TSI,2014,Second,Petrol,Dealer,Automatic,31000,40.44,1197.0,103.6,175.0,5.0,550000
Toyota Innova Crysta 2.4 GX MT BSIV,Toyota,Innova,Crysta 2.4 GX MT BSIV,2016,First,Diesel,Dealer,Manual,100000,32.16,2393.0,147.8,343.0,7.0,1475000
Renault Duster 85PS Diesel RxL,Renault,Duster,85PS Diesel RxL,2017,First,Diesel,Dealer,Manual,48406,46.7,1461.0,83.8,200.0,5.0,750000
Hyundai i20 Era 1.4 CRDi,Hyundai,i20,Era 1.4 CRDi,2016,First,Diesel,Dealer,Manual,56239,52.97,1396.0,88.73,219.7,5.0,570000
Maruti Baleno Delta 1.2,Maruti,Baleno,Delta 1.2,2015,First,Petrol,Dealer,Manual,33243,50.28,1197.0,83.1,115.0,5.0,585000
Honda Jazz 1.2 S AT i VTEC,Honda,Jazz,1.2 S AT i VTEC,2016,First,Petrol,Dealer,Automatic,26000,44.66,1199.0,88.7,110.0,5.0,600000
Toyota Etios GD,Toyota,Etios,GD,2012,First,Diesel,Individual,Manual,90000,,,,,,415000
Hyundai i20 Active 1.2 SX with AVN,Hyundai,i20,Active 1.2 SX with AVN,2016,Second,Petrol,Individual,Manual,120000,40.4,1197.0,81.86,114.73,5.0,530000
Ford Ikon 1.3 Flair,Ford,Ikon,1.3 Flair,2005,First,Petrol,Individual,Manual,15858,32.44,1299.0,70.0,104.93115499999999,5.0,150000
Maruti Alto 800 LXI,Maruti,Alto,800 LXI,2017,First,Petrol,Individual,Manual,15000,58.03,796.0,47.3,69.0,5.0,310000
Chevrolet Tavera Neo 3 LT 9 Seats BSIII,Chevrolet,Tavera,Neo 3 LT 9 Seats BSIII,2014,First,Diesel,Individual,Manual,50000,31.9,2499.0,72.4,171.0,9.0,500000
Chevrolet Beat Diesel,Chevrolet,Beat,Diesel,2013,Second,Diesel,Individual,Manual,60000,59.78,936.0,57.6,150.0,5.0,200000
Renault Lodgy 85PS RxE 7 Seater,Renault,Lodgy,85PS RxE 7 Seater,2018,First,Diesel,Individual,Manual,35000,49.44,1461.0,83.8,200.0,7.0,900000
Ambassador CLASSIC 1500 DSL AC,Ambassador,CLASSIC,1500 DSL AC,2000,Second,Diesel,Individual,Manual,90000,30.08,1489.0,35.5,72.9,5.0,75000
Maruti Swift LXI Optional-O,Maruti,Swift,LXI Optional-O,2015,First,Petrol,Individual,Manual,50000,47.94,1197.0,83.11,113.0,5.0,400000
Honda Mobilio RS i DTEC,Honda,Mobilio,RS i DTEC,2015,First,Diesel,Individual,Manual,110000,57.56,1498.0,98.6,200.0,7.0,650000
Maruti Swift VDI,Maruti,Swift,VDI,2015,First,Diesel,Dealer,Manual,87847,66.75,1248.0,74.0,190.0,5.0,480000
Maruti Alto LXi,Maruti,Alto,LXi,2009,First,Petrol,Individual,Manual,35000,46.28,796.0,46.3,62.0,5.0,140000
Maruti Swift VXI 2018,Maruti,Swift,VXI 2018,2018,First,Petrol,Individual,Manual,5000,51.7,1197.0,81.8,113.0,5.0,550000
Maruti Wagon R AMT VXI,Maruti,Wagon,R AMT VXI,2017,First,Petrol,Individual,Automatic,29000,48.2,998.0,67.0,90.0,5.0,380000
Tata Indigo CS LS (TDI) BS-III,Tata,Indigo,CS LS (TDI) BS-III,2016,First,Diesel,Individual,Manual,20000,44.88,1405.0,69.01,135.0,5.0,440000
Maruti Swift Dzire VXI 1.2,Maruti,Swift,Dzire VXI 1.2,2018,First,Petrol,Individual,Manual,15000,49.84,1197.0,81.8,113.0,5.0,630000
Renault KWID RXL,Renault,KWID,RXL,2017,First,Petrol,Individual,Manual,40000,59.16,799.0,53.3,72.0,5.0,250000
Maruti Alto LX,Maruti,Alto,LX,2009,First,Petrol,Individual,Manual,17000,46.28,796.0,46.3,62.0,5.0,120000
Tata Manza Aura Quadrajet BS IV,Tata,Manza,Aura Quadrajet BS IV,2012,First,Diesel,Individual,Manual,120000,49.62,1248.0,88.8,200.0,5.0,287000
Maruti Baleno Delta 1.2,Maruti,Baleno,Delta 1.2,2016,First,Petrol,Individual,Manual,45000,50.28,1197.0,83.1,115.0,5.0,550000
Mahindra Scorpio 1.99 S10 4WD,Mahindra,Scorpio,1.99 S10 4WD,2016,Third,Diesel,Individual,Manual,60000,36.2,1997.0,120.0,280.0,7.0,950000
Tata Harrier XZ Dark Edition BSIV,Tata,Harrier,XZ Dark Edition BSIV,2019,First,Diesel,Individual,Manual,25000,39.94,1956.0,138.1,350.0,5.0,1630000
Ford Fiesta 1.5 TDCi Trend,Ford,Fiesta,1.5 TDCi Trend,2015,Second,Diesel,Individual,Manual,80000,58.78,1498.0,89.75,204.0,5.0,501000
Mahindra Bolero 2011-2019 ZLX BSIII,Mahindra,Bolero,2011-2019 ZLX BSIII,2014,First,Diesel,Individual,Manual,70000,37.5,2523.0,62.1,195.0,7.0,550000
Maruti Alto 800 LXI,Maruti,Alto,800 LXI,2016,First,Petrol,Individual,Manual,25000,53.44,796.0,47.3,69.0,5.0,300000
Maruti Wagon R VXI BS IV,Maruti,Wagon,R VXI BS IV,2015,Third,Petrol,Individual,Manual,50000,48.2,998.0,67.04,90.0,5.0,300000
Toyota Etios Liva GD,Toyota,Etios,Liva GD,2012,Second,Diesel,Individual,Manual,100000,,,,,,280000
Chevrolet Sail 1.2 LS ABS,Chevrolet,Sail,1.2 LS ABS,2016,First,Petrol,Individual,Manual,15000,42.78,1199.0,82.4,108.5,5.0,550000
Mahindra XUV500 W8 2WD,Mahindra,XUV500,W8 2WD,2012,Second,Diesel,Individual,Manual,100000,35.5,2179.0,140.0,330.0,7.0,700000
Tata Indigo CS eGLX BS IV,Tata,Indigo,CS eGLX BS IV,2011,First,Petrol,Individual,Manual,70000,36.75,1193.0,64.1,100.0,5.0,181000
Mahindra Scorpio VLS AT 2.2 mHAWK,Mahindra,Scorpio,VLS AT 2.2 mHAWK,2009,Second,Diesel,Individual,Automatic,110000,27.7,2179.0,120.0,290.0,8.0,365000
Hyundai Santro Xing XO eRLX Euro II,Hyundai,Santro,Xing XO eRLX Euro II,2006,First,Petrol,Individual,Manual,9558,,,,,,150000
Maruti Alto K10 VXI AGS Optional,Maruti,Alto,K10 VXI AGS Optional,2017,First,Petrol,Individual,Automatic,10000,56.28,998.0,67.1,90.0,5.0,400000
Hyundai i10 Sportz,Hyundai,i10,Sportz,2010,First,Petrol,Individual,Manual,110000,47.84,1197.0,78.9,111.8,5.0,210000
Hyundai Verna 1.6 SX,Hyundai,Verna,1.6 SX,2013,Second,Diesel,Individual,Manual,87000,52.44,1582.0,126.32,259.8,5.0,500000
Jaguar XE 2016-2019 2.0L Diesel Prestige,Jaguar,XE,2016-2019 2.0L Diesel Prestige,2017,First,Diesel,Dealer,Automatic,9000,31.95,1999.0,177.0,430.0,5.0,2711000
Tata Zest Revotron 1.2 XT,Tata,Zest,Revotron 1.2 XT,2017,First,Petrol,Individual,Manual,120000,41.28,1193.0,88.7,140.0,5.0,550000
Maruti Ertiga ZDI,Maruti,Ertiga,ZDI,2013,First,Diesel,Individual,Manual,148000,48.8,1248.0,88.8,200.0,7.0,509999
Hyundai i20 Asta 1.4 CRDi,Hyundai,i20,Asta 1.4 CRDi,2013,Second,Diesel,Individual,Manual,60000,50.0,1396.0,88.76,219.6,5.0,459999
Maruti Alto 800 LXI,Maruti,Alto,800 LXI,2015,First,Petrol,Individual,Manual,18000,53.44,796.0,47.3,69.0,5.0,310000
Tata Zest Quadrajet 1.3 75PS XMS,Tata,Zest,Quadrajet 1.3 75PS XMS,2018,First,Diesel,Individual,Manual,80000,53.94,1248.0,74.0,190.0,5.0,775000
Maruti Alto LXI,Maruti,Alto,LXI,2004,Third,Petrol,Individual,Manual,96000,46.28,796.0,46.3,62.0,5.0,105000
Honda Amaze S i-Dtech,Honda,Amaze,S i-Dtech,2015,Second,Diesel,Individual,Manual,97000,60.62,1498.0,98.6,200.0,5.0,430000
Hyundai i20 Sportz 1.4 CRDi,Hyundai,i20,Sportz 1.4 CRDi,2013,Third,Diesel,Individual,Manual,210000,51.47,1396.0,88.76,219.6,5.0,360000
Volkswagen Vento Diesel Breeze,Volkswagen,Vento,Diesel Breeze,2012,Third,Diesel,Individual,Manual,60000,48.2,1598.0,105.0,250.0,5.0,400000
Maruti Swift Dzire ZDI,Maruti,Swift,Dzire ZDI,2014,First,Diesel,Individual,Manual,90000,55.0,1248.0,74.0,190.0,5.0,600000
Honda WR-V i-VTEC VX,Honda,WR-V,i-VTEC VX,2019,First,Petrol,Individual,Manual,35000,41.12,1199.0,88.7,110.0,5.0,580000
Mahindra Verito 1.5 D2 BSIV,Mahindra,Verito,1.5 D2 BSIV,2012,Second,Diesel,Individual,Manual,120000,49.4,1461.0,65.0,160.0,5.0,140000
Tata Indigo TDI,Tata,Indigo,TDI,2008,First,Diesel,Individual,Manual,100000,46.1,1405.0,70.0,135.4,5.0,210000
Hyundai Grand i10 Asta Option,Hyundai,Grand,i10 Asta Option,2017,First,Petrol,Individual,Manual,20000,44.4,1197.0,82.0,114.0,5.0,550000
Chevrolet Sail Hatchback Petrol LS ABS,Chevrolet,Sail,Hatchback Petrol LS ABS,2013,Second,Petrol,Individual,Manual,110000,42.78,1199.0,84.8,113.0,5.0,120000
Toyota Innova 2.5 GX (Diesel) 7 Seater,Toyota,Innova,2.5 GX (Diesel) 7 Seater,2013,First,Diesel,Individual,Manual,35000,30.53,2494.0,100.6,200.0,7.0,400000
Honda WR-V i-DTEC VX,Honda,WR-V,i-DTEC VX,2018,First,Diesel,Individual,Manual,15000,59.94,1498.0,98.6,200.0,5.0,1035000
Maruti Ciaz VDi Plus,Maruti,Ciaz,VDi Plus,2015,First,Diesel,Individual,Manual,90000,61.6,1248.0,88.5,200.0,5.0,625000
Hyundai i10 Magna,Hyundai,i10,Magna,2008,First,Petrol,Individual,Manual,40000,47.84,1197.0,78.9,111.7,5.0,200000
Tata Manza Club Class Quadrajet90 EX,Tata,Manza,Club Class Quadrajet90 EX,2013,First,Diesel,Individual,Manual,140000,49.4,1248.0,88.76,200.0,5.0,316000
Maruti Vitara Brezza ZDi,Maruti,Vitara,Brezza ZDi,2017,First,Diesel,Individual,Manual,110000,57.1,1248.0,88.5,200.0,5.0,813000
Toyota Innova Crysta 2.8 GX AT BSIV,Toyota,Innova,Crysta 2.8 GX AT BSIV,2016,First,Diesel,Individual,Automatic,55000,26.7,2755.0,171.5,360.0,7.0,1575000
Toyota Innova 2.5 VX (Diesel) 8 Seater,Toyota,Innova,2.5 VX (Diesel) 8 Seater,2013,First,Diesel,Individual,Manual,73000,30.53,2494.0,100.0,200.0,8.0,900000
